Voltage(V),cellVoltage(V),Current(A),time,used_A[Ah],SOC(%)
6.963,3.4815,10,3:56:53,39.46139194,22.80393763
6.96,3.48,10,3:56:54,39.46416972,22.79850363
6.963,3.4815,10,3:56:55,39.4669475,22.79306962
6.961,3.4805,10,3:56:56,39.46972528,22.78763561
6.959,3.4795,10,3:56:57,39.47250306,22.7822016
6.963,3.4815,10,3:56:58,39.47528083,22.7767676
6.96,3.48,10,3:56:59,39.47805861,22.77133359
6.963,3.4815,10,3:57:00,39.48083639,22.76589958
6.962,3.481,10,3:57:01,39.48361417,22.76046557
6.96,3.48,10,3:57:02,39.48639194,22.75503157
6.962,3.481,10,3:57:03,39.48916972,22.74959756
6.959,3.4795,10,3:57:04,39.4919475,22.74416355
6.961,3.4805,10,3:57:05,39.49472528,22.73872954
6.961,3.4805,10,3:57:06,39.49750306,22.73329553
6.962,3.481,10,3:57:07,39.50028083,22.72786153
6.961,3.4805,10,3:57:08,39.50305861,22.72242752
6.959,3.4795,10,3:57:09,39.50583639,22.71699351
6.963,3.4815,10,3:57:10,39.50861417,22.7115595
6.959,3.4795,10,3:57:11,39.51139194,22.7061255
6.963,3.4815,10,3:57:12,39.51416972,22.70069149
6.96,3.48,10,3:57:13,39.5169475,22.69525748
6.96,3.48,10,3:57:14,39.51972528,22.68982347
6.961,3.4805,10,3:57:15,39.52250306,22.68438947
6.959,3.4795,10,3:57:16,39.52528083,22.67895546
6.96,3.48,10,3:57:17,39.52805861,22.67352145
6.959,3.4795,10,3:57:18,39.53083639,22.66808744
6.959,3.4795,10,3:57:19,39.53361417,22.66265343
6.959,3.4795,10,3:57:20,39.53639194,22.65721943
6.959,3.4795,10,3:57:21,39.53916972,22.65178542
6.959,3.4795,10,3:57:22,39.5419475,22.64635141
6.959,3.4795,10,3:57:23,39.54472528,22.6409174
6.959,3.4795,10,3:57:24,39.54750306,22.6354834
6.958,3.479,10,3:57:25,39.55028083,22.63004939
6.96,3.48,10,3:57:26,39.55305861,22.62461538
6.957,3.4785,10,3:57:27,39.55583639,22.61918137
6.96,3.48,10,3:57:28,39.55861417,22.61374737
6.961,3.4805,10,3:57:29,39.56139194,22.60831336
6.958,3.479,10,3:57:30,39.56416972,22.60287935
6.96,3.48,10,3:57:31,39.5669475,22.59744534
6.958,3.479,10,3:57:32,39.56972528,22.59201133
6.959,3.4795,10,3:57:33,39.57250306,22.58657733
6.959,3.4795,10,3:57:34,39.57528083,22.58114332
6.959,3.4795,10,3:57:35,39.57805861,22.57570931
6.96,3.48,10,3:57:36,39.58083639,22.5702753
6.958,3.479,10,3:57:37,39.58361417,22.5648413
6.959,3.4795,10,3:57:38,39.58639194,22.55940729
6.96,3.48,10,3:57:39,39.58916972,22.55397328
6.958,3.479,10,3:57:40,39.5919475,22.54853927
6.959,3.4795,10,3:57:41,39.59472528,22.54310527
6.959,3.4795,10,3:57:42,39.59750306,22.53767126
6.958,3.479,10,3:57:43,39.60028083,22.53223725
6.959,3.4795,10,3:57:44,39.60305861,22.52680324
6.956,3.478,10,3:57:45,39.60583639,22.52136924
6.959,3.4795,10,3:57:46,39.60861417,22.51593523
6.959,3.4795,10,3:57:47,39.61139194,22.51050122
6.957,3.4785,10,3:57:48,39.61416972,22.50506721
6.96,3.48,10,3:57:49,39.6169475,22.4996332
6.956,3.478,10,3:57:50,39.61972528,22.4941992
6.959,3.4795,10,3:57:51,39.62250306,22.48876519
6.959,3.4795,10,3:57:52,39.62528083,22.48333118
6.958,3.479,10,3:57:53,39.62805861,22.47789717
6.959,3.4795,10,3:57:54,39.63083639,22.47246317
6.957,3.4785,10,3:57:55,39.63361417,22.46702916
6.957,3.4785,10,3:57:56,39.63639194,22.46159515
6.959,3.4795,10,3:57:57,39.63916972,22.45616114
6.956,3.478,10,3:57:58,39.6419475,22.45072714
6.959,3.4795,10,3:57:59,39.64472528,22.44529313
6.958,3.479,10,3:58:00,39.64750306,22.43985912
6.956,3.478,10,3:58:01,39.65028083,22.43442511
6.958,3.479,10,3:58:02,39.65305861,22.4289911
6.957,3.4785,10,3:58:03,39.65583639,22.4235571
6.958,3.479,10,3:58:04,39.65861417,22.41812309
6.957,3.4785,10,3:58:05,39.66139194,22.41268908
6.956,3.478,10,3:58:06,39.66416972,22.40725507
6.958,3.479,10,3:58:07,39.6669475,22.40182107
6.958,3.479,10,3:58:08,39.66972528,22.39638706
6.955,3.4775,10,3:58:09,39.67250306,22.39095305
6.957,3.4785,10,3:58:10,39.67528083,22.38551904
6.956,3.478,10,3:58:11,39.67805861,22.38008504
6.957,3.4785,10,3:58:12,39.68083639,22.37465103
6.958,3.479,10,3:58:13,39.68361417,22.36921702
6.954,3.477,10,3:58:14,39.68639194,22.36378301
6.958,3.479,10,3:58:15,39.68916972,22.35834901
6.954,3.477,10,3:58:16,39.6919475,22.352915
6.956,3.478,10,3:58:17,39.69472528,22.34748099
6.959,3.4795,10,3:58:18,39.69750306,22.34204698
6.954,3.477,10,3:58:19,39.70028083,22.33661297
6.957,3.4785,10,3:58:20,39.70305861,22.33117897
6.955,3.4775,10,3:58:21,39.70583639,22.32574496
6.954,3.477,10,3:58:22,39.70861417,22.32031095
6.956,3.478,10,3:58:23,39.71139194,22.31487694
6.954,3.477,10,3:58:24,39.71416972,22.30944294
6.956,3.478,10,3:58:25,39.7169475,22.30400893
6.954,3.477,10,3:58:26,39.71972528,22.29857492
6.956,3.478,10,3:58:27,39.72250306,22.29314091
6.956,3.478,10,3:58:28,39.72528083,22.28770691
6.953,3.4765,10,3:58:29,39.72805861,22.2822729
6.956,3.478,10,3:58:30,39.73083639,22.27683889
6.954,3.477,10,3:58:31,39.73361417,22.27140488
6.956,3.478,10,3:58:32,39.73639194,22.26597087
6.954,3.477,10,3:58:33,39.73916972,22.26053687
6.954,3.477,10,3:58:34,39.7419475,22.25510286
6.954,3.477,10,3:58:35,39.74472528,22.24966885
6.953,3.4765,10,3:58:36,39.74750306,22.24423484
6.955,3.4775,10,3:58:37,39.75028083,22.23880084
6.953,3.4765,10,3:58:38,39.75305861,22.23336683
6.955,3.4775,10,3:58:39,39.75583639,22.22793282
6.954,3.477,10,3:58:40,39.75861417,22.22249881
6.954,3.477,10,3:58:41,39.76139194,22.21706481
6.954,3.477,10,3:58:42,39.76416972,22.2116308
6.953,3.4765,10,3:58:43,39.7669475,22.20619679
6.954,3.477,10,3:58:44,39.76972528,22.20076278
6.953,3.4765,10,3:58:45,39.77250306,22.19532877
6.953,3.4765,10,3:58:46,39.77528083,22.18989477
6.953,3.4765,10,3:58:47,39.77805861,22.18446076
6.953,3.4765,10,3:58:48,39.78083639,22.17902675
6.953,3.4765,10,3:58:49,39.78361417,22.17359274
6.953,3.4765,10,3:58:50,39.78639194,22.16815874
6.953,3.4765,10,3:58:51,39.78916972,22.16272473
6.953,3.4765,10,3:58:52,39.7919475,22.15729072
6.954,3.477,10,3:58:53,39.79472528,22.15185671
6.952,3.476,10,3:58:54,39.79750306,22.14642271
6.953,3.4765,10,3:58:55,39.80028083,22.1409887
6.953,3.4765,10,3:58:56,39.80305861,22.13555469
6.953,3.4765,10,3:58:57,39.80583639,22.13012068
6.953,3.4765,10,3:58:58,39.80861417,22.12468668
6.952,3.476,10,3:58:59,39.81139194,22.11925267
6.954,3.477,10,3:59:00,39.81416972,22.11381866
6.953,3.4765,10,3:59:01,39.8169475,22.10838465
6.952,3.476,10,3:59:02,39.81972528,22.10295064
6.953,3.4765,10,3:59:03,39.82250306,22.09751664
6.953,3.4765,10,3:59:04,39.82528083,22.09208263
6.952,3.476,10,3:59:05,39.82805861,22.08664862
6.952,3.476,10,3:59:06,39.83083639,22.08121461
6.952,3.476,10,3:59:07,39.83361417,22.07578061
6.953,3.4765,10,3:59:08,39.83639194,22.0703466
6.952,3.476,10,3:59:09,39.83916972,22.06491259
6.952,3.476,10,3:59:10,39.8419475,22.05947858
6.954,3.477,10,3:59:11,39.84472528,22.05404458
6.952,3.476,10,3:59:12,39.84750306,22.04861057
6.953,3.4765,10,3:59:13,39.85028083,22.04317656
6.952,3.476,10,3:59:14,39.85305861,22.03774255
6.95,3.475,10,3:59:15,39.85583639,22.03230854
6.952,3.476,10,3:59:16,39.85861417,22.02687454
6.952,3.476,10,3:59:17,39.86139194,22.02144053
6.949,3.4745,10,3:59:18,39.86416972,22.01600652
6.953,3.4765,10,3:59:19,39.8669475,22.01057251
6.949,3.4745,10,3:59:20,39.86972528,22.00513851
6.952,3.476,10,3:59:21,39.87250306,21.9997045
6.952,3.476,10,3:59:22,39.87528083,21.99427049
6.949,3.4745,10,3:59:23,39.87805861,21.98883648
6.952,3.476,10,3:59:24,39.88083639,21.98340248
6.948,3.474,10,3:59:25,39.88361417,21.97796847
6.952,3.476,10,3:59:26,39.88639194,21.97253446
6.95,3.475,10,3:59:27,39.88916972,21.96710045
6.95,3.475,10,3:59:28,39.8919475,21.96166644
6.952,3.476,10,3:59:29,39.89472528,21.95623244
6.949,3.4745,10,3:59:30,39.89750306,21.95079843
6.952,3.476,10,3:59:31,39.90028083,21.94536442
6.949,3.4745,10,3:59:32,39.90305861,21.93993041
6.949,3.4745,10,3:59:33,39.90583639,21.93449641
6.951,3.4755,10,3:59:34,39.90861417,21.9290624
6.948,3.474,10,3:59:35,39.91139194,21.92362839
6.949,3.4745,10,3:59:36,39.91416972,21.91819438
6.951,3.4755,10,3:59:37,39.9169475,21.91276038
6.948,3.474,10,3:59:38,39.91972528,21.90732637
6.952,3.476,10,3:59:39,39.92250306,21.90189236
6.948,3.474,10,3:59:40,39.92528083,21.89645835
6.948,3.474,10,3:59:41,39.92805861,21.89102435
6.951,3.4755,10,3:59:42,39.93083639,21.88559034
6.948,3.474,10,3:59:43,39.93361417,21.88015633
6.948,3.474,10,3:59:44,39.93639194,21.87472232
6.948,3.474,10,3:59:45,39.93916972,21.86928831
6.948,3.474,10,3:59:46,39.9419475,21.86385431
6.95,3.475,10,3:59:47,39.94472528,21.8584203
6.947,3.4735,10,3:59:48,39.94750306,21.85298629
6.948,3.474,10,3:59:49,39.95028083,21.84755228
6.948,3.474,10,3:59:50,39.95305861,21.84211828
6.947,3.4735,10,3:59:51,39.95583639,21.83668427
6.949,3.4745,10,3:59:52,39.95861417,21.83125026
6.948,3.474,10,3:59:53,39.96139194,21.82581625
6.948,3.474,10,3:59:54,39.96416972,21.82038225
6.948,3.474,10,3:59:55,39.9669475,21.81494824
6.948,3.474,10,3:59:56,39.96972528,21.80951423
6.948,3.474,10,3:59:57,39.97250306,21.80408022
6.948,3.474,10,3:59:58,39.97528083,21.79864621
6.948,3.474,10,3:59:59,39.97805861,21.79321221
6.948,3.474,10,4:00:00,39.98083639,21.7877782
6.947,3.4735,10,4:00:01,39.98361417,21.78234419
6.949,3.4745,10,4:00:02,39.98639194,21.77691018
6.947,3.4735,10,4:00:03,39.98916972,21.77147618
6.947,3.4735,10,4:00:04,39.9919475,21.76604217
6.948,3.474,10,4:00:05,39.99472528,21.76060816
6.946,3.473,10,4:00:06,39.99750306,21.75517415
6.948,3.474,10,4:00:07,40.00028083,21.74974015
6.948,3.474,10,4:00:08,40.00305861,21.74430614
6.946,3.473,10,4:00:09,40.00583639,21.73887213
6.951,3.4755,10,4:00:10,40.00861417,21.73343812
6.946,3.473,10,4:00:11,40.01139194,21.72800412
6.948,3.474,10,4:00:12,40.01416972,21.72257011
6.948,3.474,10,4:00:13,40.0169475,21.7171361
6.946,3.473,10,4:00:14,40.01972528,21.71170209
6.948,3.474,10,4:00:15,40.02250306,21.70626808
6.947,3.4735,10,4:00:16,40.02528083,21.70083408
6.946,3.473,10,4:00:17,40.02805861,21.69540007
6.948,3.474,10,4:00:18,40.03083639,21.68996606
6.946,3.473,10,4:00:19,40.03361417,21.68453205
6.947,3.4735,10,4:00:20,40.03639194,21.67909805
6.946,3.473,10,4:00:21,40.03916972,21.67366404
6.946,3.473,10,4:00:22,40.0419475,21.66823003
6.947,3.4735,10,4:00:23,40.04472528,21.66279602
6.945,3.4725,10,4:00:24,40.04750306,21.65736202
6.947,3.4735,10,4:00:25,40.05028083,21.65192801
6.946,3.473,10,4:00:26,40.05305861,21.646494
6.945,3.4725,10,4:00:27,40.05583639,21.64105999
6.945,3.4725,10,4:00:28,40.05861417,21.63562598
6.946,3.473,10,4:00:29,40.06139194,21.63019198
6.946,3.473,10,4:00:30,40.06416972,21.62475797
6.945,3.4725,10,4:00:31,40.0669475,21.61932396
6.946,3.473,10,4:00:32,40.06972528,21.61388995
6.943,3.4715,10,4:00:33,40.07250306,21.60845595
6.946,3.473,10,4:00:34,40.07528083,21.60302194
6.945,3.4725,10,4:00:35,40.07805861,21.59758793
6.944,3.472,10,4:00:36,40.08083639,21.59215392
6.946,3.473,10,4:00:37,40.08361417,21.58671992
6.944,3.472,10,4:00:38,40.08639194,21.58128591
6.945,3.4725,10,4:00:39,40.08916972,21.5758519
6.947,3.4735,10,4:00:40,40.0919475,21.57041789
6.945,3.4725,10,4:00:41,40.09472528,21.56498388
6.945,3.4725,10,4:00:42,40.09750306,21.55954988
6.944,3.472,10,4:00:43,40.10028083,21.55411587
6.945,3.4725,10,4:00:44,40.10305861,21.54868186
6.944,3.472,10,4:00:45,40.10583639,21.54324785
6.944,3.472,10,4:00:46,40.10861417,21.53781385
6.945,3.4725,10,4:00:47,40.11139194,21.53237984
6.943,3.4715,10,4:00:48,40.11416972,21.52694583
6.944,3.472,10,4:00:49,40.1169475,21.52151182
6.945,3.4725,10,4:00:50,40.11972528,21.51607782
6.942,3.471,10,4:00:51,40.12250306,21.51064381
6.944,3.472,10,4:00:52,40.12528083,21.5052098
6.943,3.4715,10,4:00:53,40.12805861,21.49977579
6.943,3.4715,10,4:00:54,40.13083639,21.49434179
6.945,3.4725,10,4:00:55,40.13361417,21.48890778
6.941,3.4705,10,4:00:56,40.13639194,21.48347377
6.943,3.4715,10,4:00:57,40.13916972,21.47803976
6.946,3.473,10,4:00:58,40.1419475,21.47260575
6.942,3.471,10,4:00:59,40.14472528,21.46717175
6.942,3.471,10,4:01:00,40.14750306,21.46173774
6.946,3.473,10,4:01:01,40.15028083,21.45630373
6.942,3.471,10,4:01:02,40.15305861,21.45086972
6.943,3.4715,10,4:01:03,40.15583639,21.44543572
6.942,3.471,10,4:01:04,40.15861417,21.44000171
6.942,3.471,10,4:01:05,40.16139194,21.4345677
6.944,3.472,10,4:01:06,40.16416972,21.42913369
6.942,3.471,10,4:01:07,40.1669475,21.42369969
6.942,3.471,10,4:01:08,40.16972528,21.41826568
6.942,3.471,10,4:01:09,40.17250306,21.41283167
6.941,3.4705,10,4:01:10,40.17528083,21.40739766
6.943,3.4715,10,4:01:11,40.17805861,21.40196365
6.942,3.471,10,4:01:12,40.18083639,21.39652965
6.942,3.471,10,4:01:13,40.18361417,21.39109564
6.942,3.471,10,4:01:14,40.18639194,21.38566163
6.941,3.4705,10,4:01:15,40.18916972,21.38022762
6.943,3.4715,10,4:01:16,40.1919475,21.37479362
6.941,3.4705,10,4:01:17,40.19472528,21.36935961
6.942,3.471,10,4:01:18,40.19750306,21.3639256
6.942,3.471,10,4:01:19,40.20028083,21.35849159
6.94,3.47,10,4:01:20,40.20305861,21.35305759
6.943,3.4715,10,4:01:21,40.20583639,21.34762358
6.939,3.4695,10,4:01:22,40.20861417,21.34218957
6.942,3.471,10,4:01:23,40.21139194,21.33675556
6.942,3.471,10,4:01:24,40.21416972,21.33132156
6.939,3.4695,10,4:01:25,40.2169475,21.32588755
6.942,3.471,10,4:01:26,40.21972528,21.32045354
6.941,3.4705,10,4:01:27,40.22250306,21.31501953
6.941,3.4705,10,4:01:28,40.22528083,21.30958552
6.942,3.471,10,4:01:29,40.22805861,21.30415152
6.941,3.4705,10,4:01:30,40.23083639,21.29871751
6.941,3.4705,10,4:01:31,40.23361417,21.2932835
6.941,3.4705,10,4:01:32,40.23639194,21.28784949
6.94,3.47,10,4:01:33,40.23916972,21.28241549
6.942,3.471,10,4:01:34,40.2419475,21.27698148
6.939,3.4695,10,4:01:35,40.24472528,21.27154747
6.942,3.471,10,4:01:36,40.24750306,21.26611346
6.941,3.4705,10,4:01:37,40.25028083,21.26067946
6.939,3.4695,10,4:01:38,40.25305861,21.25524545
6.941,3.4705,10,4:01:39,40.25583639,21.24981144
6.939,3.4695,10,4:01:40,40.25861417,21.24437743
6.941,3.4705,10,4:01:41,40.26139194,21.23894342
6.939,3.4695,10,4:01:42,40.26416972,21.23350942
6.941,3.4705,10,4:01:43,40.2669475,21.22807541
6.939,3.4695,10,4:01:44,40.26972528,21.2226414
6.939,3.4695,10,4:01:45,40.27250306,21.21720739
6.941,3.4705,10,4:01:46,40.27528083,21.21177339
6.938,3.469,10,4:01:47,40.27805861,21.20633938
6.942,3.471,10,4:01:48,40.28083639,21.20090537
6.939,3.4695,10,4:01:49,40.28361417,21.19547136
6.938,3.469,10,4:01:50,40.28639194,21.19003736
6.94,3.47,10,4:01:51,40.28916972,21.18460335
6.937,3.4685,10,4:01:52,40.2919475,21.17916934
6.939,3.4695,10,4:01:53,40.29472528,21.17373533
6.939,3.4695,10,4:01:54,40.29750306,21.16830132
6.938,3.469,10,4:01:55,40.30028083,21.16286732
6.94,3.47,10,4:01:56,40.30305861,21.15743331
6.938,3.469,10,4:01:57,40.30583639,21.1519993
6.938,3.469,10,4:01:58,40.30861417,21.14656529
6.938,3.469,10,4:01:59,40.31139194,21.14113129
6.938,3.469,10,4:02:00,40.31416972,21.13569728
6.938,3.469,10,4:02:01,40.3169475,21.13026327
6.937,3.4685,10,4:02:02,40.31972528,21.12482926
6.938,3.469,10,4:02:03,40.32250306,21.11939526
6.937,3.4685,10,4:02:04,40.32528083,21.11396125
6.937,3.4685,10,4:02:05,40.32805861,21.10852724
6.938,3.469,10,4:02:06,40.33083639,21.10309323
6.936,3.468,10,4:02:07,40.33361417,21.09765923
6.938,3.469,10,4:02:08,40.33639194,21.09222522
6.936,3.468,10,4:02:09,40.33916972,21.08679121
6.938,3.469,10,4:02:10,40.3419475,21.0813572
6.938,3.469,10,4:02:11,40.34472528,21.07592319
6.937,3.4685,10,4:02:12,40.34750306,21.07048919
6.936,3.468,10,4:02:13,40.35028083,21.06505518
6.937,3.4685,10,4:02:14,40.35305861,21.05962117
6.936,3.468,10,4:02:15,40.35583639,21.05418716
6.937,3.4685,10,4:02:16,40.35861417,21.04875316
6.936,3.468,10,4:02:17,40.36139194,21.04331915
6.937,3.4685,10,4:02:18,40.36416972,21.03788514
6.936,3.468,10,4:02:19,40.3669475,21.03245113
6.936,3.468,10,4:02:20,40.36972528,21.02701713
6.937,3.4685,10,4:02:21,40.37250306,21.02158312
6.936,3.468,10,4:02:22,40.37528083,21.01614911
6.936,3.468,10,4:02:23,40.37805861,21.0107151
6.937,3.4685,10,4:02:24,40.38083639,21.00528109
6.936,3.468,10,4:02:25,40.38361417,20.99984709
6.937,3.4685,10,4:02:26,40.38639194,20.99441308
6.936,3.468,10,4:02:27,40.38916972,20.98897907
6.936,3.468,10,4:02:28,40.3919475,20.98354506
6.936,3.468,10,4:02:29,40.39472528,20.97811106
6.936,3.468,10,4:02:30,40.39750306,20.97267705
6.936,3.468,10,4:02:31,40.40028083,20.96724304
6.936,3.468,10,4:02:32,40.40305861,20.96180903
6.936,3.468,10,4:02:33,40.40583639,20.95637503
6.936,3.468,10,4:02:34,40.40861417,20.95094102
6.936,3.468,10,4:02:35,40.41139194,20.94550701
6.936,3.468,10,4:02:36,40.41416972,20.940073
6.936,3.468,10,4:02:37,40.4169475,20.93463899
6.934,3.467,10,4:02:38,40.41972528,20.92920499
6.936,3.468,10,4:02:39,40.42250306,20.92377098
6.936,3.468,10,4:02:40,40.42528083,20.91833697
6.936,3.468,10,4:02:41,40.42805861,20.91290296
6.934,3.467,10,4:02:42,40.43083639,20.90746896
6.936,3.468,10,4:02:43,40.43361417,20.90203495
6.933,3.4665,10,4:02:44,40.43639194,20.89660094
6.935,3.4675,10,4:02:45,40.43916972,20.89116693
6.936,3.468,10,4:02:46,40.4419475,20.88573293
6.934,3.467,10,4:02:47,40.44472528,20.88029892
6.936,3.468,10,4:02:48,40.44750306,20.87486491
6.932,3.466,10,4:02:49,40.45028083,20.8694309
6.936,3.468,10,4:02:50,40.45305861,20.8639969
6.932,3.466,10,4:02:51,40.45583639,20.85856289
6.936,3.468,10,4:02:52,40.45861417,20.85312888
6.936,3.468,10,4:02:53,40.46139194,20.84769487
6.933,3.4665,10,4:02:54,40.46416972,20.84226086
6.936,3.468,10,4:02:55,40.4669475,20.83682686
6.932,3.466,10,4:02:56,40.46972528,20.83139285
6.933,3.4665,10,4:02:57,40.47250306,20.82595884
6.934,3.467,10,4:02:58,40.47528083,20.82052483
6.932,3.466,10,4:02:59,40.47805861,20.81509083
6.936,3.468,10,4:03:00,40.48083639,20.80965682
6.932,3.466,10,4:03:01,40.48361417,20.80422281
6.934,3.467,10,4:03:02,40.48639194,20.7987888
6.933,3.4665,10,4:03:03,40.48916972,20.7933548
6.932,3.466,10,4:03:04,40.4919475,20.78792079
6.935,3.4675,10,4:03:05,40.49472528,20.78248678
6.93,3.465,10,4:03:06,40.49750306,20.77705277
6.936,3.468,10,4:03:07,40.50028083,20.77161876
6.931,3.4655,10,4:03:08,40.50305861,20.76618476
6.932,3.466,10,4:03:09,40.50583639,20.76075075
6.933,3.4665,10,4:03:10,40.50861417,20.75531674
6.931,3.4655,10,4:03:11,40.51139194,20.74988273
6.933,3.4665,10,4:03:12,40.51416972,20.74444873
6.932,3.466,10,4:03:13,40.5169475,20.73901472
6.931,3.4655,10,4:03:14,40.51972528,20.73358071
6.932,3.466,10,4:03:15,40.52250306,20.7281467
6.931,3.4655,10,4:03:16,40.52528083,20.7227127
6.932,3.466,10,4:03:17,40.52805861,20.71727869
6.932,3.466,10,4:03:18,40.53083639,20.71184468
6.931,3.4655,10,4:03:19,40.53361417,20.70641067
6.932,3.466,10,4:03:20,40.53639194,20.70097667
6.931,3.4655,10,4:03:21,40.53916972,20.69554266
6.932,3.466,10,4:03:22,40.5419475,20.69010865
6.93,3.465,10,4:03:23,40.54472528,20.68467464
6.932,3.466,10,4:03:24,40.54750306,20.67924063
6.932,3.466,10,4:03:25,40.55028083,20.67380663
6.93,3.465,10,4:03:26,40.55305861,20.66837262
6.932,3.466,10,4:03:27,40.55583639,20.66293861
6.932,3.466,10,4:03:28,40.55861417,20.6575046
6.93,3.465,10,4:03:29,40.56139194,20.6520706
6.931,3.4655,10,4:03:30,40.56416972,20.64663659
6.931,3.4655,10,4:03:31,40.5669475,20.64120258
6.93,3.465,10,4:03:32,40.56972528,20.63576857
6.931,3.4655,10,4:03:33,40.57250306,20.63033457
6.93,3.465,10,4:03:34,40.57528083,20.62490056
6.93,3.465,10,4:03:35,40.57805861,20.61946655
6.931,3.4655,10,4:03:36,40.58083639,20.61403254
6.93,3.465,10,4:03:37,40.58361417,20.60859853
6.93,3.465,10,4:03:38,40.58639194,20.60316453
6.93,3.465,10,4:03:39,40.58916972,20.59773052
6.93,3.465,10,4:03:40,40.5919475,20.59229651
6.93,3.465,10,4:03:41,40.59472528,20.5868625
6.93,3.465,10,4:03:42,40.59750306,20.5814285
6.932,3.466,10,4:03:43,40.60028083,20.57599449
6.93,3.465,10,4:03:44,40.60305861,20.57056048
6.93,3.465,10,4:03:45,40.60583639,20.56512647
6.93,3.465,10,4:03:46,40.60861417,20.55969247
6.929,3.4645,10,4:03:47,40.61139194,20.55425846
6.929,3.4645,10,4:03:48,40.61416972,20.54882445
6.93,3.465,10,4:03:49,40.6169475,20.54339044
6.926,3.463,10,4:03:50,40.61972528,20.53795643
6.93,3.465,10,4:03:51,40.62250306,20.53252243
6.928,3.464,10,4:03:52,40.62528083,20.52708842
6.929,3.4645,10,4:03:53,40.62805861,20.52165441
6.93,3.465,10,4:03:54,40.63083639,20.5162204
6.927,3.4635,10,4:03:55,40.63361417,20.5107864
6.93,3.465,10,4:03:56,40.63639194,20.50535239
6.927,3.4635,10,4:03:57,40.63916972,20.49991838
6.929,3.4645,10,4:03:58,40.6419475,20.49448437
6.93,3.465,10,4:03:59,40.64472528,20.48905037
6.926,3.463,10,4:04:00,40.64750306,20.48361636
6.929,3.4645,10,4:04:01,40.65028083,20.47818235
6.926,3.463,10,4:04:02,40.65305861,20.47274834
6.927,3.4635,10,4:04:03,40.65583639,20.46731434
6.929,3.4645,10,4:04:04,40.65861417,20.46188033
6.927,3.4635,10,4:04:05,40.66139194,20.45644632
6.926,3.463,10,4:04:06,40.66416972,20.45101231
6.93,3.465,10,4:04:07,40.6669475,20.4455783
6.926,3.463,10,4:04:08,40.66972528,20.4401443
6.927,3.4635,10,4:04:09,40.67250306,20.43471029
6.927,3.4635,10,4:04:10,40.67528083,20.42927628
6.926,3.463,10,4:04:11,40.67805861,20.42384227
6.926,3.463,10,4:04:12,40.68083639,20.41840827
6.927,3.4635,10,4:04:13,40.68361417,20.41297426
6.926,3.463,10,4:04:14,40.68639194,20.40754025
6.926,3.463,10,4:04:15,40.68916972,20.40210624
6.927,3.4635,10,4:04:16,40.6919475,20.39667224
6.926,3.463,10,4:04:17,40.69472528,20.39123823
6.926,3.463,10,4:04:18,40.69750306,20.38580422
6.929,3.4645,10,4:04:19,40.70028083,20.38037021
6.926,3.463,10,4:04:20,40.70305861,20.3749362
6.927,3.4635,10,4:04:21,40.70583639,20.3695022
6.926,3.463,10,4:04:22,40.70861417,20.36406819
6.925,3.4625,10,4:04:23,40.71139194,20.35863418
6.926,3.463,10,4:04:24,40.71416972,20.35320017
6.926,3.463,10,4:04:25,40.7169475,20.34776617
6.926,3.463,10,4:04:26,40.71972528,20.34233216
6.926,3.463,10,4:04:27,40.72250306,20.33689815
6.925,3.4625,10,4:04:28,40.72528083,20.33146414
6.926,3.463,10,4:04:29,40.72805861,20.32603014
6.926,3.463,10,4:04:30,40.73083639,20.32059613
6.926,3.463,10,4:04:31,40.73361417,20.31516212
6.926,3.463,10,4:04:32,40.73639194,20.30972811
6.924,3.462,10,4:04:33,40.73916972,20.30429411
6.926,3.463,10,4:04:34,40.7419475,20.2988601
6.926,3.463,10,4:04:35,40.74472528,20.29342609
6.924,3.462,10,4:04:36,40.74750306,20.28799208
6.926,3.463,10,4:04:37,40.75028083,20.28255807
6.924,3.462,10,4:04:38,40.75305861,20.27712407
6.926,3.463,10,4:04:39,40.75583639,20.27169006
6.924,3.462,10,4:04:40,40.75861417,20.26625605
6.925,3.4625,10,4:04:41,40.76139194,20.26082204
6.926,3.463,10,4:04:42,40.76416972,20.25538804
6.925,3.4625,10,4:04:43,40.7669475,20.24995403
6.926,3.463,10,4:04:44,40.76972528,20.24452002
6.925,3.4625,10,4:04:45,40.77250306,20.23908601
6.926,3.463,10,4:04:46,40.77528083,20.23365201
6.925,3.4625,10,4:04:47,40.77805861,20.228218
6.924,3.462,10,4:04:48,40.78083639,20.22278399
6.924,3.462,10,4:04:49,40.78361417,20.21734998
6.924,3.462,10,4:04:50,40.78639194,20.21191597
6.924,3.462,10,4:04:51,40.78916972,20.20648197
6.923,3.4615,10,4:04:52,40.7919475,20.20104796
6.926,3.463,10,4:04:53,40.79472528,20.19561395
6.924,3.462,10,4:04:54,40.79750306,20.19017994
6.923,3.4615,10,4:04:55,40.80028083,20.18474594
6.924,3.462,10,4:04:56,40.80305861,20.17931193
6.923,3.4615,10,4:04:57,40.80583639,20.17387792
6.924,3.462,10,4:04:58,40.80861417,20.16844391
6.923,3.4615,10,4:04:59,40.81139194,20.16300991
6.922,3.461,10,4:05:00,40.81416972,20.1575759
6.924,3.462,10,4:05:01,40.8169475,20.15214189
6.921,3.4605,10,4:05:02,40.81972528,20.14670788
6.924,3.462,10,4:05:03,40.82250306,20.14127387
